query,query_clean,extracted_product_type,extracted_print_design,extracted_colors,extracted_sizes,extracted_dimensions,extracted_brands,extracted_device_models,extracted_materials,extracted_audience,extracted_power_source,extracted_categories,extracted_is_replica,n_attributes
menu_mined_6631 фотоаппараты,фотоаппараты,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
подгузники eco,подгузники eco,['подгузники'],[],[],[],[],['eco'],[],[],[],[],['kids'],[],3
crockid для девочек платье 80,crockid для девочек платье 80,['платье'],[],[],['80 см'],[],[],[],[],[],[],['clothing'],[],3
лазерный светодиодный фонарик,лазерный светодиодный фонарик,['фонарь'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
джоггеры вельветовые для девочки утепленные,джоггеры вельветовые для девочки утепленные,['брюки'],[],[],[],[],[],[],[],['girls'],[],['footwear'],[],3
тактические наушники военные активные,тактические наушники военные активные,['наушники'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
набор носков для девочки синие,набор носков для девочки синие,[],[],['синий'],[],[],[],[],[],['girls'],[],['footwear'],[],3
блок розеток встраиваемый,блок розеток встраиваемый,[],[],[],[],[],[],[],[],[],[],['stationery'],[],1
шуточная статуэтка,шуточная статуэтка,[],[],[],[],[],[],[],[],[],[],['dishes'],[],1
машинка для гравировки,машинка для гравировки,['машинка'],[],[],[],[],[],[],[],[],[],['tools'],[],2
crybaby pop mart,crybaby pop mart,[],[],[],[],[],['crybaby pop mart'],[],[],[],[],['furniture'],[],2
туристическая одежда,туристическая одежда,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
ручка кнопка черная,ручка кнопка черная,['ручка'],[],['черный'],[],[],[],[],[],[],[],['furniture'],[],3
жидкость для чистки кофемашины delonghi,жидкость для чистки кофемашины delonghi,[],[],[],[],[],[],[],[],[],[],"['auto', 'food']",[],2
видеорегистратор с радар детектором зеркало и камерой заднего вида,видеорегистратор с радар детектором зеркало и камерой заднего вида,"['видеорегистратор', 'зеркало']",[],[],[],[],[],[],[],[],[],['auto'],[],3
наколенники для суставов с боковой поддержкой,наколенники для суставов с боковой поддержкой,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
набор play doh кухня,набор play doh кухня,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
фотоальбом для выпускника школы,фотоальбом для выпускника школы,[],[],[],[],[],[],[],[],[],[],['books'],[],1
пюпитр белый,пюпитр белый,[],[],['белый'],[],[],[],[],[],[],[],['clothing'],[],2
шарик что за лев этот тигр,шарик что за лев этот тигр,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
видео для улицы вайфай,видео для улицы вайфай,['роутер'],[],[],[],[],[],[],[],[],[],['clothing'],[],2
фен для разборки телефона,фен для разборки телефона,['фен'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
elitaro,elitaro,[],[],[],[],[],[],[],[],[],[],[],[],0
принтер цветной эпсон 3256,принтер цветной эпсон 3256,['принтер'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
адаптер vertell,адаптер vertell,[],[],[],[],[],[],[],[],[],[],['household'],[],1
сетка на магнитах на форточку,сетка на магнитах на форточку,[],[],[],[],[],[],[],[],[],[],[],[],0
коробка для подарка новогодняя красивая,коробка для подарка новогодняя красивая,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
матрас тонкий 120x190,матрас тонкий 120x190,['матрас'],[],[],[],"[{'length': 120.0, 'width': 190.0, 'unit': 'unknown'}]",[],[],[],[],[],['furniture'],[],3
кресло компьютерное для школьника мальчика с подлокотниками,кресло компьютерное для школьника мальчика с подлокотниками,['кресло'],[],[],[],[],[],[],[],['boys'],[],['furniture'],[],3
робот для мойки окон даджет dbot w120,робот для мойки окон даджет dbot w120,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
chevrolet aveo пружины,chevrolet aveo пружины,[],[],[],[],[],['chevrolet'],[],[],[],[],['garden'],[],2
лазерный цифровой уровень,лазерный цифровой уровень,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
брюки вкпо летние,брюки вкпо летние,['брюки'],[],[],[],[],[],[],[],[],[],['clothing'],[],2
спойлер ваз 2109,спойлер ваз 2109,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
стулья для кухни 4 шт со спинкой хромированные,стулья для кухни 4 шт со спинкой хромированные,['стул'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
шлем vega,шлем vega,[],[],[],[],[],['vega'],[],[],[],[],['sports'],[],2
вешалка для трусов с прищепками,вешалка для трусов с прищепками,[],[],[],[],[],[],[],[],[],[],['beauty'],[],1
kuggo kirin m4,kuggo kirin m4,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
лента на кромку стола,лента на кромку стола,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
раздвижной стол книжка,раздвижной стол книжка,['стол'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
маленькие вкладыши для наушников,маленькие вкладыши для наушников,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
эко обогреватель для дома,эко обогреватель для дома,['обогреватель'],[],[],[],[],[],[],[],[],[],['appliances'],[],2
quest x10,quest x10,[],[],[],[],[],[],[],[],[],[],['games'],[],1
датчик качества воздуха zigbee,датчик качества воздуха zigbee,['датчик'],[],[],[],[],[],[],[],[],[],['tools'],[],2
насадки для склеивания линолеума на строительный фен,насадки для склеивания линолеума на строительный фен,['фен'],[],[],[],[],[],[],[],[],[],['appliances'],[],2
боди для мальчика 86-92,боди для мальчика 86-92,['боди'],[],[],"['86 см', '92 см']",[],[],[],[],['boys'],[],['clothing'],[],5
ночнушка женская хлопок большие размеры 66,ночнушка женская хлопок большие размеры 66,['пижама'],[],[],['66 см'],[],[],[],['хлопок'],['women'],[],['kids'],[],5
ночник звездное небо с колонкой,ночник звездное небо с колонкой,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
шарм ключ серебро,шарм ключ серебро,[],[],['серебряный'],[],[],[],[],['серебро'],[],[],['jewelry'],[],3
наколенники без подушек,наколенники без подушек,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
шнурки 10 мм белые,шнурки 10 мм белые,[],[],['белый'],[],"[{'value': 10.0, 'unit': 'mm', 'type': 'dimension'}]",[],[],[],[],[],['footwear'],[],3
homeit,homeit,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
боди с тату рукавами детское,боди с тату рукавами детское,['боди'],[],[],[],[],[],[],[],['kids'],[],['clothing'],[],3
наклейки на клавиши пианино,наклейки на клавиши пианино,[],[],[],[],[],[],[],[],[],[],['musical_instruments'],[],1
роторная щетка для лыж,роторная щетка для лыж,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
хиджаб готовый с надписью,хиджаб готовый с надписью,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
костюм детский с шортами 74,костюм детский с шортами 74,['костюм'],[],[],['74 см'],[],[],[],[],['kids'],[],['clothing'],[],4
складной органайзер для хранения мелочей,складной органайзер для хранения мелочей,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
ssd 1tb samsung 980 pro,ssd 1tb samsung 980 pro,['память'],[],[],[],[],['samsung'],[],[],[],[],['electronics'],[],3
педаль барабанная,педаль барабанная,[],[],[],[],[],[],[],[],[],[],['musical_instruments'],[],1
коврик большой,коврик большой,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
матрас топпер с кокосовой койрой,матрас топпер с кокосовой койрой,['матрас'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
видео кабель для камеры,видео кабель для камеры,['зарядное устройство'],[],[],[],[],[],[],[],[],[],['sports'],[],2
казан 40 литров с крышкой,казан 40 литров с крышкой,[],[],[],[],"[{'value': 40.0, 'unit': 'L', 'type': 'dimension'}]",[],[],[],[],[],['dishes'],[],2
наушники большие hoco w35,наушники большие hoco w35,['наушники'],[],[],[],[],['hoco'],[],[],[],[],['electronics'],[],3
